"Alamat","Nama Tempat","Rating","Review","Items","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Personal+Space+%28Praktek+Psikolog%29/data=!4m7!3m6!1s0x30403bf98bdf49c5:0x4ce43d859176b88b!8m2!3d5.5328779!4d95.2978526!16s%2Fg%2F11l6xmrhbh!19sChIJxUnfi_k7QDARi7h2kYU95Ew?authuser=0&hl=id&rclk=1","Personal Space (Praktek Psikolog)","5,0","(7)","Psikolog","·","G7MX+545, Jl. Cut Nyak Dhien","Tutup","· Buka Sen pukul 10.00","·","0852-1860-4902","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus banget tempatnya , Pelayanan sangat ramah, bestttt pokoknya""","https://instagram.com/personalspace.psy?igshid=OGQ5ZDc2ODk2ZA==","","Rute"
"https://www.google.com/maps/place/Sinergitas+Psikologi+Nusantara/data=!4m7!3m6!1s0x304037007982163b:0x723b230c3e8354d0!8m2!3d5.5582865!4d95.3172754!16s%2Fg%2F11mrgh7kc6!19sChIJOxaCeQA3QDAR0FSDPgwjO3I?authuser=0&hl=id&rclk=1","Sinergitas Psikologi Nusantara","5,0","(1)","Psikolog","·","Jl. Teratai No.7a","Tutup","· Buka Sen pukul 09.00","","","","Rute","","","","",""
"https://www.google.com/maps/place/Praktek+Psikolog+Yasir+M.Psi.+Psikolog/data=!4m7!3m6!1s0x30379b39300688d3:0xde86c91fe3b07116!8m2!3d4.4982146!4d97.9545117!16s%2Fg%2F11xnn107pl!19sChIJ04gGMDmbNzARFnGw4x_Jht4?authuser=0&hl=id&rclk=1","Praktek Psikolog Yasir M.Psi. Psikolog","5,0","(13)","Psikolog","·","Jalan Simpang Perumnas","Tutup","· Buka Sen pukul 16.30","·","0852-2683-9250","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya sangat rekomended banget""","","",""
"https://www.google.com/maps/place/Serenity+Konsultan+Psikologi/data=!4m7!3m6!1s0x3037750022ebc8ab:0xe7a83c9ae388a88d!8m2!3d4.2944928!4d98.0489061!16s%2Fg%2F11y54dp2fj!19sChIJq8jrIgB1NzARjaiI45o8qOc?authuser=0&hl=id&rclk=1","Serenity Konsultan Psikologi","5,0","(3)","Psikolog","·","72VX+QH Klinik Salwa, Jl. Medan - Banda Aceh","Tutup","· Buka Sen pukul 17.30","·","0821-3533-2929","","Situs Web","","Layanan di tempat","https://serenitypsikologi.com/","","Rute"
"https://www.google.com/maps/place/Nadin%C3%A9+Psychology+Center+%28Praktik+Psikolog+Klinis%29/data=!4m7!3m6!1s0x304037b8a7eeabcb:0xf2e7364b99ca6709!8m2!3d5.5422396!4d95.3121516!16s%2Fg%2F11xv1h_6ts!19sChIJy6vup7g3QDARCWfKmUs25_I?authuser=0&hl=id&rclk=1","Nadiné Psychology Center (Praktik Psikolog Klinis)","5,0","(1)","Psikolog","·","Jl. Teuku Umar No.63 Lantai 1","Tutup","· Buka Sen pukul 09.00","·","0822-8879-5604","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan Bagus, lokasi nyaman.""","","",""
"https://www.google.com/maps/place/Assyifa+Counseling/data=!4m7!3m6!1s0x30379bd41b561979:0x2a47130301bd22c7!8m2!3d4.4786736!4d97.969627!16s%2Fg%2F11q8wcqtt3!19sChIJeRlWG9SbNzARxyK9AQMTRyo?authuser=0&hl=id&rclk=1","Assyifa Counseling","5,0","(7)","Psikoterapis","·","FXH9+FV6","Tutup","· Buka Sen pukul 16.00","·","0822-6734-8781","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ramah, nyaman, dan sangat profesional""","","",""
"https://www.google.com/maps/place/Praktik+Psikolog+Edukasi+Ceria/data=!4m7!3m6!1s0x303ec359c2959e4f:0x3b06118f4fed4810!8m2!3d4.159922!4d96.1282997!16s%2Fg%2F11kq7t8gw6!19sChIJT56VwlnDPjAREEjtT48RBjs?authuser=0&hl=id&rclk=1","Praktik Psikolog Edukasi Ceria","4,0","(1)","Psikolog","·","Jl. Purnama Lr. T. Cut Ali No.288","Tutup","· Buka Sen pukul 08.00","·","0813-7150-394","","Situs Web","","Layanan di tempat","https://edukasiceria.vercel.app/","","Rute"
"https://www.google.com/maps/place/Praktik+Mandiri+Psikolog+Klinis-Riza+Fatmi+Hasani+Marpaung+S.Psi.,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x3030a79aa417f873:0xbb0b7538e74399d8!8m2!3d3.468878!4d97.8249776!16s%2Fg%2F11k4rwnzg9!19sChIJc_gXpJqnMDAR2JlD5zh1C7s?authuser=0&hl=id&rclk=1","Praktik Mandiri Psikolog Klinis-Riza Fatmi Hasani Marpaung S.Psi., M.Psi., Psikolog","5,0","(2)","Klinik Kesehatan Mental","·","Jl. Iskandar Muda","Tutup","· Buka Sen pukul 09.00","·","0852-2502-5422","","Rute","","","","",""
"https://www.google.com/maps/place/Yulfa+islaini,S.Psi,M.Psi+Psikolog+Klinis/data=!4m7!3m6!1s0x30377300195ad9bd:0xd2cd73d673fbb5ec!8m2!3d4.2655857!4d98.0683627!16s%2Fg%2F11xcxzcwwh!19sChIJvdlaGQBzNzAR7LX7c9ZzzdI?authuser=0&hl=id&rclk=1","Yulfa islaini,S.Psi,M.Psi Psikolog Klinis","3,7","(3)","Psikolog","·","7389+68","Tutup","· Buka Sen pukul 05.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Konsultasi dan pemeriksaan","","",""
"https://www.google.com/maps/place/Praktek+Psikolog+Indonesia+Balikpapan/data=!4m7!3m6!1s0x2df1475efe21777b:0xa0f290c1a3242949!8m2!3d-1.276864!4d116.841226!16s%2Fg%2F11tcx89krz!19sChIJe3ch_l5H8S0RSSkko8GQ8qA?authuser=0&hl=id&rclk=1","Praktek Psikolog Indonesia Balikpapan","5,0","(6)","Psikolog","·","Atwork Co-Working Space, Jl. Jenderal Sudirman No.43, RT.07","Buka","· Tutup pukul 20.00","·","0812-1345-8601","","Situs Web","","","https://praktekpsikolog.com/","","Rute"
"https://www.google.com/maps/place/Thinkplus+Psikologi+-+Kalimantan/data=!4m7!3m6!1s0x2df14794f1433129:0xa77ee0c556222a3f!8m2!3d-1.2233943!4d116.8830289!16s%2Fg%2F11g2_2k4sf!19sChIJKTFD8ZRH8S0RPyoiVsXgfqc?authuser=0&hl=id&rclk=1","Thinkplus Psikologi - Kalimantan","4,9","(284)","Psikolog","·","Jl. Sepinggan Pratama No.6 Blok D1","Buka","· Tutup pukul 17.00","·","0853-4625-5395","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus, staf ramah, mudah dalam menjelaskan, tempat nyaman 👍""","http://thinkpluspsikologi.com/","","Rute"
"https://www.google.com/maps/place/dr.+Rina+Hastuti,+Sp.KJ+%28Dokter+Spesialis+Kejiwaan%29/data=!4m7!3m6!1s0x304037d3b2c721dd:0x4223d28a1aff65f3!8m2!3d5.5537019!4d95.3199822!16s%2Fg%2F11vj77jvbh!19sChIJ3SHHstM3QDAR82X_GorSI0I?authuser=0&hl=id&rclk=1","dr. Rina Hastuti, Sp.KJ (Dokter Spesialis Kejiwaan)","","","Dokter","·","Apotek Kimia Farma, Jl. Pangeran Diponegoro No.8","Tutup","· Buka Sen pukul 17.00","·","0811-6853-390","","Situs Web","","","https://kimiafarmaapotek.co.id/","","Rute"
"https://www.google.com/maps/place/Ruang+Rawat+Jiwa/data=!4m7!3m6!1s0x3038ec6b92b277e9:0x10ba07a67207c96c!8m2!3d4.6363611!4d96.8518936!16s%2Fg%2F11g86z9sr2!19sChIJ6XeykmvsODARbMkHcqYHuhA?authuser=0&hl=id&rclk=1","Ruang Rawat Jiwa","5,0","(1)","Klinik Kesehatan Mental","·","JVP2+GQR, Jl. Sengeda","Buka","· Tutup pukul 22.00","","","","Rute","","","","",""
"https://www.google.com/maps/place/Praktek+Psikolog+Langsa+Dewina+Ulfah+Nasution,+S.Psi.,M.Psi.,Psikolog/data=!4m7!3m6!1s0x30379bcd6c9cc339:0x4652279c3e3442d6!8m2!3d-2.44565!4d117.8888!16s%2Fg%2F11nn56c81q!19sChIJOcOcbM2bNzAR1kI0PpwnUkY?authuser=0&hl=id&rclk=1","Praktek Psikolog Langsa Dewina Ulfah Nasution, S.Psi.,M.Psi.,Psikolog","5,0","(3)","Psikolog","","·","Tutup","· Buka Sen pukul 17.00","","0811-6048-664","","Rute","","","","",""
"","","","","","","","","","","","","","","","","",""
