"Alamat","Nama Tempat","Rating","Review","Items","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc"
"https://www.google.com/maps/place/Praktik+Psikolog+Mandiri+Christina+Irnawati+S.Psi.,+M.Psi.,Psikolog.,CH.,CT/data=!4m7!3m6!1s0x2e7a1187bfea8a6b:0xb22e8ead8bf03dad!8m2!3d-7.5280276!4d110.8147594!16s%2Fg%2F11fjsy7mky!19sChIJa4rqv4cRei4RrT3wi62OLrI?authuser=0&hl=id&rclk=1","Praktik Psikolog Mandiri Christina Irnawati S.Psi., M.Psi.,Psikolog.,CH.,CT","4,8","(56)","Psikolog","·","Jl. Kapten Dr. Prakosa Bayan Krajan, RT.05/RW.15","·","Tutup","· Buka Sen pukul 09.00","0877-5171-3387","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya seperti bercerita dengan orang yang sudah kenal akrab."""
"https://www.google.com/maps/place/Praktek+Psikolog+Setiyo+Purwanto+MSi./data=!4m7!3m6!1s0x2e7a14fc9046cc2d:0x72a10737a5ddb5ac!8m2!3d-7.5671969!4d110.7502336!16s%2Fg%2F11clgh0k19!19sChIJLcxGkPwUei4RrLXdpTcHoXI?authuser=0&hl=id&rclk=1","Praktek Psikolog Setiyo Purwanto MSi.","4,9","(62)","Psikolog","·","Gg. Salak 9 Jl. Topesan, RT.2/RW1","Tutup","· Buka Sen pukul 15.30","·","(0271) 7451123","http://praktekpsiko.blogspot.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya bagus dan tempatnya nyaman"""
"https://www.google.com/maps/place/Yayasan+Praktek+Psikolog+Indonesia+Cabang+Salatiga/data=!4m7!3m6!1s0x2e7a79948ab7f88d:0x58c10377e9903cbd!8m2!3d-7.3382395!4d110.5200166!16s%2Fg%2F11sbrm89xj!19sChIJjfi3ipR5ei4RvTyQ6XcDwVg?authuser=0&hl=id&rclk=1","Yayasan Praktek Psikolog Indonesia Cabang Salatiga","4,9","(8)","Psikolog","·","Jl. Marditomo No.35c","Buka","· Tutup pukul 21.00","·","0812-1345-8601","http://www.praktekpsikolog.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan nya bagus, ramah, tempat nya juga bersih dan nyaman"""
"https://www.google.com/maps/place/Praktik+Psikolog+Pekalongan-Immatulfathina+P.,+S.Psi.,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e7025c372e52dd7:0xb9e6a0bf273b439d!8m2!3d-6.9089611!4d109.6722898!16s%2Fg%2F11s1w0d20s!19sChIJ1y3lcsMlcC4RnUM7J7-g5rk?authuser=0&hl=id&rclk=1","Praktik Psikolog Pekalongan-Immatulfathina P., S.Psi., M.Psi., Psikolog","5,0","(55)","Psikolog","·","Perum. Kebulen Indah Blok E.1","Buka","· Tutup pukul 16.00","·","0878-8863-6349","https://instagram.com/temanbertumbuh_psikologi?igshid=YmMyMTA2M2Y=","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat konsultasi nyaman dan enak di Pekalongan❤️ terimakasih Mba Ima🥰"""
"https://www.google.com/maps/place/Dokter+Susi+Psikiatri/data=!4m7!3m6!1s0x2e7a16ed7234d3db:0x7d6c6e7169af3143!8m2!3d-7.5563247!4d110.8338746!16s%2Fg%2F11c5xb_phs!19sChIJ29M0cu0Wei4RQzGvaXFubH0?authuser=0&hl=id&rclk=1","Dokter Susi Psikiatri","4,8","(57)","Psikiater","·","·","Jl Cermai Timur Jl. Bibis Wetan, RT.06/RW.19","Tutup","· Buka pukul 16.00","0813-2557-8423","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kl bpjs dr luar kota contoh sya domisili wonogiri bisa ndak dok?"""
"https://www.google.com/maps/place/Psikolog+-+Septi+Anugrah+Heni/data=!4m7!3m6!1s0x2e7a99471d23ba95:0x44dc7e6c0264fb9e!8m2!3d-7.4138152!4d109.9715658!16s%2Fg%2F11h3m7s7jl!19sChIJlbojHUeZei4RnvtkAmx-3EQ?authuser=0&hl=id&rclk=1","Psikolog - Septi Anugrah Heni","5,0","(16)","Psikolog","·","Jl. Gandok Kalikajar","·","Buka","· Tutup pukul 17.00","0813-7335-1358","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""orangnya ramah, puas sekali 👍"""
"https://www.google.com/maps/place/Veny+Mulyani+%26+Partners+Clinic/data=!4m7!3m6!1s0x2e7089b1fe9408b1:0xa847dbb267f3221b!8m2!3d-7.0634836!4d110.4130117!16s%2Fg%2F11twxmm0j0!19sChIJsQiU_rGJcC4RGyLzZ7LbR6g?authuser=0&hl=id&rclk=1","Veny Mulyani & Partners Clinic","5,0","(49)","Psikolog","·","Jl. Setia Budi No.192","Tutup","· Buka Sen pukul 09.00","·","0821-1951-8717","http://venymulyaniandpartnersclinic.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah dan penyampaian solusi nya sangat membantu.Trims Bu"""
"https://www.google.com/maps/place/Praktek+Psikiater+dr.+Tini+Sri+padmoningsih+Sp.KJ./data=!4m7!3m6!1s0x2e711fa47677fc59:0xd1cf68299dcdec2b!8m2!3d-6.6223249!4d110.7560673!16s%2Fg%2F11cn60hb92!19sChIJWfx3dqQfcS4RK-zNnSloz9E?authuser=0&hl=id&rclk=1","Praktek Psikiater dr. Tini Sri padmoningsih Sp.KJ.","4,3","(16)","Klinik Kesehatan Mental","·","9QH4+3CW, RT.9/RW.3","·","Tutup","· Buka Sel pukul 06.00","0813-2864-9323","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dokternya ramah dan baik dalam melayani pasien"""
"https://www.google.com/maps/place/Dialogika+-+CRYSTAL+%7C+Pusat+Konsultasi+Psikologi+Tegal/data=!4m7!3m6!1s0x2e6fb930744a5c97:0x677e0f39f08b6256!8m2!3d-6.8701332!4d109.1142525!16s%2Fg%2F11gjm3p2m_!19sChIJl1xKdDC5by4RVmKL8DkPfmc?authuser=0&hl=id&rclk=1","Dialogika - CRYSTAL | Pusat Konsultasi Psikologi Tegal","4,6","(9)","Klinik Kesehatan Mental","·","Sapphire Estate Jl. Dr. Wahidin Sudirohusodo No.18 Blk D 18","Tutup","· Buka Sen pukul 10.00","·","0812-2958-1288","https://ferdialogika.wixsite.com/dialogikaconsulting","","Situs Web","","Rute","",""
"https://www.google.com/maps/place/PSIKIS+INSTAN+TERAPY+_+PIKISITERA+_+JFOA+Therapeutic+House+_+terapi+psikologi,+kecemasan,+psikolog+gi+terdekat,+Temanggung/data=!4m7!3m6!1s0x2e7a828d07dab301:0x379b3f2cd8232796!8m2!3d-7.3306406!4d110.178303!16s%2Fg%2F11c0w0dph3!19sChIJAbPaB42Cei4Rlicj2Cw_mzc?authuser=0&hl=id&rclk=1","PSIKIS INSTAN TERAPY _ PIKISITERA _ JFOA Therapeutic House _ terapi psikologi, kecemasan, psikolog gi terdekat, Temanggung","5,0","(93)","Psikolog","·","·","Buka","· Tutup pukul 21.00","PAINGAN RT.02","0812-2839-0070","https://maps.app.goo.gl/PKjNbvjuE25SFaqf9?g_st=awb","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Metode terapinya mudah dipahami dan terasa efeknya setelah sesi pertama."""
"https://www.google.com/maps/place/Praktek+Psikolog+Klinis+CIPTA+PERSONA/data=!4m7!3m6!1s0x2e70b1006895f613:0x30c288cba8179f84!8m2!3d-7.1018187!4d110.9137177!16s%2Fg%2F11y9xhzx92!19sChIJE_aVaACxcC4RhJ8XqMuIwjA?authuser=0&hl=id&rclk=1","Praktek Psikolog Klinis CIPTA PERSONA","5,0","(70)","Konsultan Kesehatan","·","Belakang Swalayan MITRA, Jl. Mekarsari No.10","·","Tutup","· Buka Sen pukul 09.00","0857-4042-4999","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah, tempatnya nyaman dan bersih,sangat membantu sekali."""
"https://www.google.com/maps/place/RUMAH+PSIKOLOG/data=!4m7!3m6!1s0x2e708f00743a7171:0xd18c22040a28eba8!8m2!3d-7.0609992!4d110.4673312!16s%2Fg%2F11x1ycb53b!19sChIJcXE6dACPcC4RqOsoCgQijNE?authuser=0&hl=id&rclk=1","RUMAH PSIKOLOG","4,9","(106)","Psikolog","·","Jl. Dinar Asri No.6 Blok L9","·","Tutup","· Buka Sen pukul 09.00","0895-3596-87088","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman, pelayanan baik, layanan"
"https://www.google.com/maps/place/CRYSTAL+Psychology+%7C+Pusat+Layanan+Psikologi,+Psikotes,+dan+Psikoterapi+Kota+Tegal/data=!4m7!3m6!1s0x2e6fb96eae2e5f0b:0xcb4dba0c5e203258!8m2!3d-6.8701332!4d109.1142525!16s%2Fg%2F11sl263ky4!19sChIJC18urm65by4RWDIgXgy6Tcs?authuser=0&hl=id&rclk=1","CRYSTAL Psychology | Pusat Layanan Psikologi, Psikotes, dan Psikoterapi Kota Tegal","5,0","(50)","Psikolog","·","Sapphire Estate Jl. Dr. Wahidin Sudirohusodo No.18 Blk D-18","·","Tutup","· Buka Sen pukul 10.00","0812-2958-1288","","","Rute","","","",""
"https://www.google.com/maps/place/SINERGI+%22Rumah+Pelayanan+Psikologi%22/data=!4m7!3m6!1s0x2e7aea214515472f:0x66beb4220e7611f6!8m2!3d-7.7281521!4d109.9787387!16s%2Fg%2F11dxc696_1!19sChIJL0cVRSHqei4R9hF2DiK0vmY?authuser=0&hl=id&rclk=1","SINERGI ""Rumah Pelayanan Psikologi""","4,9","(150)","Psikolog","·","Jl. Tentara Pelajar No.235","·","Tutup","· Buka Sen pukul 08.00","0812-2654-9010","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baikk, hasil pemeriksaan nya cukup detail dan sangat membantu 👍"""
"https://www.google.com/maps/place/Praktik+Psikolog+Mellyana+Setyowati,M.Psi,Psikolog/data=!4m7!3m6!1s0x2e7a15270ed2bd27:0xf14a4fdd50db6f58!8m2!3d-7.5723564!4d110.8015409!16s%2Fg%2F11jh8fg68b!19sChIJJ73SDicVei4RWG_bUN1PSvE?authuser=0&hl=id&rclk=1","Praktik Psikolog Mellyana Setyowati,M.Psi,Psikolog","4,9","(15)","Psikolog","","·","Tutup","· Buka Sen pukul 17.30","","0856-4215-6845","https://instagram.com/cahaya.psikologi?igshid=YmMyMTA2M2Y=","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi terbaik,layanan konseling terbaik utk anak,dewasa,keluarga."""
"https://www.google.com/maps/place/Praktek+Psikolog+Klinis+%28Assyifa+Consulting%29/data=!4m7!3m6!1s0x2e7af7f602a54039:0x50cc9e42e8da5d9d!8m2!3d-7.774813!4d110.3251993!16s%2Fg%2F11smszdj2y!19sChIJOUClAvb3ei4RnV3a6EKezFA?authuser=0&hl=id&rclk=1","Praktek Psikolog Klinis (Assyifa Consulting)","4,9","(130)","Psikolog","·","Jl. Merpati 2 No.5","Tutup","· Buka Sen pukul 08.00","·","0819-1095-8989","https://instagram.com/assyifa_consulting?utm_medium=copy_link","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ruangannya nyaman dan saat konsultasi diberikan solusi dan terapi."""
"https://www.google.com/maps/place/Psikolog+Harrista+Adiati,M.Psi/data=!4m7!3m6!1s0x2e7aa1096dfe88ef:0xa350f9969b91f5d!8m2!3d-7.3809514!4d109.8983098!16s%2Fg%2F11fzvjckcg!19sChIJ74j-bQmhei4RXR-5aZkPNQo?authuser=0&hl=id&rclk=1","Psikolog Harrista Adiati,M.Psi","4,9","(31)","Psikolog","·","Kampung Bumi Godean, Rt 01/06, No. 55","·","Tutup","· Buka Sen pukul 15.15","0831-4498-0982","","","Rute","","","",""
"https://www.google.com/maps/place/PSIKOLOG+KLINIS+Mirza+Adi+Prabowo,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e7a99a5dd394ca3:0x78646ceb9482ad60!8m2!3d-7.4393625!4d109.9699459!16s%2Fg%2F11k8j84k5f!19sChIJo0w53aWZei4RYK2ClOtsZHg?authuser=0&hl=id&rclk=1","PSIKOLOG KLINIS Mirza Adi Prabowo, M.Psi., Psikolog","4,9","(17)","Psikolog","·","Dusun Cengan, RT.01/RW.12 No.458","Tutup","· Buka pukul 10.00","·","0812-2997-2989","http://www.mirzaadi.my.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya benar-benar merasa didengar dan dipahami di sini."""
"https://www.google.com/maps/place/Praktik+Psikolog+Auliya+Ulil+%28Paradigma+Self+Development+Center%29/data=!4m7!3m6!1s0x2e7a79d2f662552f:0xc6b3c52a2e217127!8m2!3d-7.3201038!4d110.4674347!16s%2Fg%2F11n0hzrsnb!19sChIJL1Vi9tJ5ei4RJ3EhLirFs8Y?authuser=0&hl=id&rclk=1","Praktik Psikolog Auliya Ulil (Paradigma Self Development Center)","4,8","(18)","Psikolog","·","Jl. Raya Sraten No.59","Tutup","· Buka Sen pukul 10.00","·","0812-1572-3997","https://www.instagram.com/auliyaui/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat baik dan ramah"""
"https://www.google.com/maps/place/Praktek+Psikolog+Lia+Sopiyani/data=!4m7!3m6!1s0x2e7a477a226ad5f9:0xba034655646e4406!8m2!3d-7.7540625!4d110.6755625!16s%2Fg%2F11pz36z2sd!19sChIJ-dVqInpHei4RBkRuZFVGA7o?authuser=0&hl=id&rclk=1","Praktek Psikolog Lia Sopiyani","5,0","(28)","Psikolog","·","Talang Kidul, RT.01/RW.03","·","Tutup","· Buka pukul 10.00","0821-3331-7771","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dokter sangat ramah, sopan, dan friendly, terimakasih dokter lia"""
"https://www.google.com/maps/place/N-Ergy+Psychology+Center+Ungaran/data=!4m7!3m6!1s0x2e7088ed298ba8dd:0x85909bdb71b8e1f8!8m2!3d-7.1290431!4d110.409949!16s%2Fg%2F11dzxfl92p!19sChIJ3aiLKe2IcC4R-OG4cdubkIU?authuser=0&hl=id&rclk=1","N-Ergy Psychology Center Ungaran","4,9","(39)","Psikolog","·","·","Jl. MT. Hariyono No.9","Tutup","· Buka Sel pukul 09.00","0858-8521-6688","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomended banget deh tempat ini buat tumbuh kembang anak kita"""
"https://www.google.com/maps/place/Layanan+Psikologi+Arkananta/data=!4m7!3m6!1s0x2e70eb7d3902729d:0x210b6f5ab4aab196!8m2!3d-6.8971716!4d110.6366898!16s%2Fg%2F11r8hlcwng!19sChIJnXICOX3rcC4RlrGqtFpvCyE?authuser=0&hl=id&rclk=1","Layanan Psikologi Arkananta","5,0","(12)","Psikolog","·","Jl. Sultan Fatah","·","Buka","· Tutup pukul 15.30","0858-6506-9660","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terima kasih telah membantu   dari usia 2,5 tahun hingga saat ini."""
"https://www.google.com/maps/place/SYAPC+-+Psikolog+Jogja+%26+Biro+Psikologi/data=!4m7!3m6!1s0x2e7a572af8042499:0x5708eaef6859ca75!8m2!3d-7.8019346!4d110.3929174!16s%2Fg%2F11px9dkq84!19sChIJmSQE-CpXei4RdcpZaO_qCFc?authuser=0&hl=id&rclk=1","SYAPC - Psikolog Jogja & Biro Psikologi","4,8","(19)","Psikolog","·","Jl. Kusumanegara No.159","Buka","· Tutup pukul 16.00","·","0813-2597-0906","https://suryaanggraeni.co.id/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sukses terus untuk Surya Anggraeni Psychology Center!"""
"https://www.google.com/maps/place/Jasa+Layanan+Psikologi+Psikocare/data=!4m7!3m6!1s0x2e708d8de5fe88a9:0x3c2c702904913f56!8m2!3d-7.004893!4d110.4604319!16s%2Fg%2F11gycx9j54!19sChIJqYj-5Y2NcC4RVj-RBClwLDw?authuser=0&hl=id&rclk=1","Jasa Layanan Psikologi Psikocare","5,0","(17)","Psikolog","·","Jl. Kauman Raya No.31b","·","Tutup","· Buka Sen pukul 08.00","0877-8440-0017","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selama sesi konseling juga nyaman dan dapat solusi yg bagus."""
"https://www.google.com/maps/place/Pusat+Psikologi+Terapan+Unika+Soegijapranata/data=!4m7!3m6!1s0x2e70f4ad9ffa8da1:0x90cab4ef1be45793!8m2!3d-7.0244728!4d110.4039!16s%2Fg%2F11bxdtlz5l!19sChIJoY36n630cC4Rk1fkG--0ypA?authuser=0&hl=id&rclk=1","Pusat Psikologi Terapan Unika Soegijapranata","4,4","(40)","Psikolog","·","·","Jl. Pawiyatan Luhur Sel. IV No.1","Tutup","· Buka Sen pukul 08.00","(024) 86457912","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya ramah, sangat komunikatif, harganya terjangkau"""
"https://www.google.com/maps/place/Biro+Psikologi+QQNuansa+Consultant/data=!4m7!3m6!1s0x2e702683558f902f:0x8fc5527501e75874!8m2!3d-6.8966234!4d109.6579954!16s%2Fg%2F11gg9dj_v2!19sChIJL5CPVYMmcC4RdFjnAXVSxY8?authuser=0&hl=id&rclk=1","Biro Psikologi QQNuansa Consultant","4,9","(215)","Psikolog","·","Cluster Satria Medono Blok E No.10","·","Tutup","· Buka Sen pukul 08.30","0878-1330-8092","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat buat psikotes yang recommended, bisa untuk proses gtog."""
"https://www.google.com/maps/place/klinik+spesialis+kejiwaan/data=!4m7!3m6!1s0x2e7ac9f4bc849523:0xa888ae506be6a01f!8m2!3d-7.6846444!4d109.6689158!16s%2Fg%2F11f31bkjlq!19sChIJI5WEvPTJei4RH6Dma1CuiKg?authuser=0&hl=id&rclk=1","klinik spesialis kejiwaan","4,3","(6)","Klinik Kesehatan Mental","·","Jl. Cendrawasih No.43","","","","0831-1688-7771","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pasien sangat membutuhkan dokter"""
"https://www.google.com/maps/place/Praktik+Psikolog+Mahasri+Shobabiya/data=!4m7!3m6!1s0x2e7a6b06c5e6d6f3:0xf02aa67a20fad9e5!8m2!3d-7.6089958!4d110.6817084!16s%2Fg%2F11t7ffzy2j!19sChIJ89bmxQZrei4R5dn6IHqmKvA?authuser=0&hl=id&rclk=1","Praktik Psikolog Mahasri Shobabiya","5,0","(21)","Psikolog","·","Suratmanan, RT 07, RW.03","","","","0857-2885-3034","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""2 kali berkonsultasi di sini terkait tumbuh kembang anak usia sekolah."""
"https://www.google.com/maps/place/Klinik+Pratama+Puri+Saras+%28BPJS+dan+Umum%29/data=!4m7!3m6!1s0x2e708d8336446f85:0xc31d4f0bfa9b475!8m2!3d-7.0025222!4d110.4366025!16s%2Fg%2F12hkfv8vs!19sChIJhW9ENoONcC4RdbSpv_DUMQw?authuser=0&hl=id&rclk=1","Klinik Pratama Puri Saras (BPJS dan Umum)","4,7","(37)","Klinik Medis","·","Jl. Sompok Lama No.48","·","Tutup","· Buka Sen pukul 09.00","(024) 8316389","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terimakasih"
"https://www.google.com/maps/place/Nalaya+Psikologi,+Praktek+Psikolog+Klinis+Andi+Nurfajri+M.Psi./data=!4m7!3m6!1s0x2e708b20706c1799:0xef88c9e176617db1!8m2!3d-6.9864396!4d110.3558277!16s%2Fg%2F11z9xpmfpd!19sChIJmRdscCCLcC4RsX1hduHJiO8?authuser=0&hl=id&rclk=1","Nalaya Psikologi, Praktek Psikolog Klinis Andi Nurfajri M.Psi.","5,0","(27)","Psikolog","·","Jl. Pelem Kuweni Street No.14","Tutup","· Buka Sen pukul 08.00","·","0811-9477-745","https://www.instagram.com/nalaya.psikologi","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Setelah konseling rasanya kayak dapet update-an software baru buat otak."""
"https://www.google.com/maps/place/Praktik+Psikologi+R.Widhianingrum,+M.Psi.,+Psikolog/data=!4m7!3m6!1s0x2e70433a993230bb:0x6d76f8f2fdbccff4!8m2!3d-6.9678879!4d110.0880279!16s%2Fg%2F11gmyvkft5!19sChIJuzAymTpDcC4R9M-8_fL4dm0?authuser=0&hl=id&rclk=1","Praktik Psikologi R.Widhianingrum, M.Psi., Psikolog","5,0","(15)","Psikolog","·","Perumahan Permata Indah, Blok A No.38","·","Tutup","· Buka Sen pukul 09.00","0895-4282-88600","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah, enak diajak ngobrol, memberi solusi tentunya."""
"https://www.google.com/maps/place/Praktik+Psikolog+Klinis/data=!4m7!3m6!1s0x2e65598febe46bb3:0x70a2dc31c980687!8m2!3d-7.4041586!4d109.3438243!16s%2Fg%2F11t_ygg_06!19sChIJs2vk649ZZS4RhwaYHMMtCgc?authuser=0&hl=id&rclk=1","Praktik Psikolog Klinis","5,0","(3)","Psikolog","·","Perumahan permata reagency, blok C1","","","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagaimana cara perjanjian waktu konseling dgn psikolognya?"""
